지점코드,사업장명,도로명전체주소,소재지전화,좌표정보y(epsg5174),좌표정보x(epsg5174)
739,용인24시 아이온동물메디컬센터,경기도 용인시 처인구 중부대로 1307 (역북동),031-334-6125,414936.9517,216802.8947
740,드림동물병원,경기도 용인시 처인구 경안천로 46 (마평동),031-335-7582,415056.229,218619.6662
741,용인시 동물보호센터,"경기도 용인시 처인구 중부대로 1074-1, 용인시 동물보호센터 (삼가동)",031-324-3467,415719.4964,214072.8304
742,강남종합동물병원,경기도 용인시 기흥구 신갈로 85 (신갈동),031-283-0775,419153.7692,209286.0713
743,24시동물병원,경기도 용인시 기흥구 구갈로 53 (구갈동),281-7585,419688.265,209775.175
744,죽전동물병원,"경기도 용인시 기흥구 죽전로 49, 101호 (보정동)",031-266-2993,424310.3344,210058.1475
745,동백동물병원,"경기도 용인시 기흥구 동백5로 21-11, 107호 (중동, 동백훼미리프라자 1)",031-693-8627,419519.2291,213479.0698
746,현대동물병원,경기도 용인시 기흥구 상갈로 31 (상갈동),285-6334,418583.3397,209530.1872
747,레이크동물병원,경기도 용인시 기흥구 평촌1로8번길 11-4 (동백동),8005-7507,420389.8277,213482.3779
748,우리동물병원,경기도 용인시 기흥구 한보라2로14번길 4-14 (보라동),286-2275,416877.3178,209709.7751
749,쿨펫 동물병원,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드빌딩)",031-679-0551,419575.3412,213383.9778
750,해뜰동물병원,"경기도 용인시 기흥구 보정로 117 (보정동, 리베로3)",031-889-7556,424209.2006,210062.9461
751,금오동물병원,"경기도 의정부시 청사로 37 (금오동,신세계프라자 112호)",031-826-7582,472116.5731,206087.8601
752,가능동물병원,경기도 의정부시 가능로 37 (가능동),875-1476,471587.1884,203021.62
753,장암종합동물병원,경기도 의정부시 동일로 468(신곡동),843-1415,469748.5829,205169.3418
754,도그플러스 동물병원,"경기도 의정부시 청사로 38, 홈플러스 3층 (금오동)",031-851-7373,472186.1825,206192.0908
755,달빛동물병원,"경기도 의정부시 평화로 239, 1층 105호 (호원동)",031-875-1559,467864.6259,204078.7577
756,에이스동물메디컬센터,경기도 의정부시 태평로 102-1 (의정부동),031-875-8090,471014.1342,204498.574
757,오즈동물병원,경기도 의정부시 추동로 13 (신곡동),031-840-0075,471184.952,204995.2136
758,하트만 동물병원,"경기도 의정부시 외미로 91, 1층 (호원동)",031-874-7533,469119.0824,203939.0127
759,서울동물병원,"경기도 의정부시 용현로 152, 103호 (민락동)",031-852-7733,470901.6782,208100.9843
760,제일동물병원,경기도 의정부시 태평로 116 (의정부동),848-4598,471155.3774,204497.4421
761,바른동물병원,"경기도 의정부시 평화로 559-1 (의정부동, 명빌딩)",,471055.3546,204042.3174
762,의정부 24시 IU 동물병원,경기도 의정부시 태평로 52 (의정부동),031-871-7588,470504.2228,204484.8059
763,내곁에동물병원,"경기도 의정부시 민락로 195, 중흥s클래스 1층 113, 114호 (민락동)",,471155.0748,208775.8361
764,하은동물병원,경기도 용인시 기흥구 민속촌로 43 (보라동),031-286-8999,417046.7283,209668.9405
765,보라종합동물병원,경기도 용인시 기흥구 민속촌로 8 (보라동),031-893-6119,417010.2992,209316.9586
766,용인도담동물병원,경기도 용인시 기흥구 평촌1로2번길 6 (동백동),031-548-2526,420298.7524,213545.0759
767,유앤미동물병원,"경기도 용인시 기흥구 서천로127번길 3-3, 105호 (서천동)",031-235-0075,414990.6346,206358.0941
768,기흥동물병원,"경기도 용인시 기흥구 구성로 111, 102호 (언남동, 채러티디벨로퍼(주))",031-287-9900,421283.2141,210696.0225
769,함께하는 동물병원,"경기도 용인시 기흥구 마북로 164, A동 1층 1,2호 (마북동, 테라스가든A빌딩)",031-275-6549,422446.817,210951.8131
770,봄동물병원,경기도 용인시 기흥구 서천서로12번길 4-8 (서천동),031-203-4727,415403.6901,206494.8394
771,THE힘찬동물병원,"경기도 용인시 기흥구 동백죽전대로527번길 98-6, 1층 (중동)",,419948.9866,212709.3068
772,하트펫 동물병원,"경기도 용인시 기흥구 탑실로 32, 1층 110, 111호 (공세동)",,415231.3019,209706.9643
773,대학동물병원,경기도 용인시 수지구 문인로39번길 3-1 (풍덕천동),261-8277,425658.2826,208654.9582
774,어정동물병원,경기도 용인시 기흥구 어정로 134-12 (중동),031-284-9200,419223.7714,212829.2264
775,사랑동물병원,경기도 의정부시 금신로 317 (신곡동),847-7335,471351.753,205437.3703
776,신촌동물병원,경기도 의정부시 신흥로 357-1 (가능동),877-0675(6),471757.1795,203675.0655
777,메이 동물병원,울산광역시 중구 번영로 581 (남외동),211-3375,232481.4145,412557.1053
778,하임동물의료센터,"경기도 김포시 양도로19번길 17, 2층 201호 (풍무동)",,,
779,자연낙농동물병원,전북특별자치도 부안군 부안읍 진성길 11,583-1323,247224.1863,176254.7943
780,부안동물병원,전북특별자치도 부안군 부안읍 번영로 161,,247465.405,176221.5183
781,연합동물병원,전북특별자치도 부안군 부안읍 번영로 185,,247555.3183,176466.6025
782,미래동물병원,전북특별자치도 부안군 부안읍 번영로 155-2,,247447.5076,176177.2553
783,새만금동물병원,전북특별자치도 부안군 보안면 영전길 15-0,,234581.2001,170028.5762
784,닥터 홍 동물병원,전북특별자치도 부안군 부안읍 번영로 82-1,063-581-7582,247414.8135,175442.8939
785,부안산업동물병원,전북특별자치도 부안군 계화면 창중길 3-1,,251397.692,172477.3472
786,바른동물병원,전북특별자치도 부안군 보안면 영전길 15,,234581.2001,170028.5762
787,동행동물병원,"경기도 김포시 양도로19번길 15, 2층 201,202호 (풍무동)",986-9816,,
788,당찬우리동물병원,"충청남도 당진시 우강면 면천로 1783, 1층 3호",,367854.9925,180494.2769
789,벡스코 동물병원,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 (우동)",051-715-2228,187760.6973,394690.1278
790,대전우리동물의료센터,"대전광역시 중구 계룡로 926-1, 1,2층 (대사동)",042-222-1117,313314.2398,237214.5596
791,24시 성심동물메디컬센터,대전광역시 유성구 계룡로 131 (봉명동),427197566,316964.0232,230922.6889
792,도그플러스 동물병원,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",054-462-0075,290001.1074,322735.286
793,24시 굿케어동물의료센터,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",02-6956-2475,441980.4754,196120.0397
794,빛가온동물병원,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",6369-0075,463311.6513,204021.1148
795,아이사랑동물병원,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",02-946-0011,457207.4598,201882.0268
796,금샘동물병원,"부산광역시 동래구 중앙대로1473번길 8, 보광빌딩 2층 (온천동)",051-529-2991,192913.3892,389616.5437
797,애니컴 메디컬센터,"서울특별시 중구 다산로 83-1, 3층 (신당동)",02-2232-9702,449978.4936,200640.4663
798,자연앤동물병원,"경기도 남양주시 다산중앙로 109, 205호 (다산동)",031-994-7599,457852.7129,213476.644
799,우리동물병원,"경상남도 거창군 거창읍 거함대로5길 71, 왕우렁쌈밥",,242960.7274,283376.0167
800,운봉동물병원,"전북특별자치도 남원시 운봉읍 운봉로 702, 부산갈매기식당, 운봉가축병원",,215525.7846,248232.5061
801,청원동물병원,"전북특별자치도 남원시 용성로 95, 청원동물병원 (동충동)",,212253.8986,235073.0987
802,하나동물종합병원,"전북특별자치도 남원시 남문로 409, 선수학전문학원,꽃화원,sk텔레콤 (왕정동)",,211971.041,234089.8357
803,남원축협 동물병원,전북특별자치도 남원시 붕맛길 99 (향교동),,213062.4333,234818.1504
804,지리산동물병원,전북특별자치도 남원시 금동로 41(금동),,211489.6934,233690.1201
805,신성동물약품병원,전북특별자치도 남원시 의서길 33 (왕정동),,212503.5303,233800.0585
806,지리산 산업동물병원,"전북특별자치도 남원시 밤티재길 14-5, 1층 (광치동)",,216572.8177,233698.3735
807,남원제일가축병원,"전북특별자치도 남원시 의총로 61, 성림장 (금동)",,211883.6085,234074.5806
808,한결동물병원,전북특별자치도 남원시 동문로 58 (동충동),,212425.3127,235009.4824
809,JM서울동물병원(산업동물출장진료전문),"경상남도 함안군 군북면 월촌안길 119, 엔젤커피숍",,200819.0251,318078.2792
810,다산마리동물병원,"경기도 남양주시 다산순환로 350, KB 골든타워 1층 110호 (다산동)",5657553,458169.7177,213646.1339
811,별빛동물병원,"경상북도 영천시 북안면 임포역길 84, 범진아파트 2동 2층 2호",,270556.1576,381419.5519
812,온마음 동물메디컬센터,"서울특별시 송파구 오금로 473, 정림빌딩 (거여동)",,443607.2504,212481.1143
813,고래 동물병원,"경기도 시흥시 은계번영길 11, 은계프라자 202, 203, 204호 (은행동)",,437272.2734,182424.443
814,따스한 동물병원,"경기도 용인시 기흥구 구성로279번길 17, 1층 (청덕동)",,421022.2436,212446.8764
815,제주 키움 동물병원,"제주특별자치도 제주시 중앙로 273, 나라키움 1층 106호 (이도이동)",064-725-7579,86.58075713,156503.9831
816,치유동물의료센터,서울특별시 은평구 은평로 213 (녹번동),02-6964-8276,455457.0167,193868.1549
817,퍼스트 동물병원,"경상남도 김해시 분성로 290, 2층 (서상동)",055-902-4515,194227.1927,370867.1063
818,현대종합동물병원,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",3491-8000,462446.5016,203641.7771
819,해밀동물의료센터,경상남도 김해시 인제로51번길 4 (어방동),055-337-6890,194343.04,373316.7658
820,한신동물병원,경기도 안성시 죽산면 죽산초교길 15,,397161.9225,237305.276
821,참동물의료센터,"경기도 안산시 단원구 고잔로 88, 207-209호 (고잔동)",031-8042-7585,424095.8853,185396.6848
822,24시분당리더스동물의료원,"경기도 성남시 분당구 성남대로 45, 계영빌딩 202, 203호 (구미동)",031-711-8275,426450.1735,209533.8907
823,사랑애동물메디컬센터,"인천광역시 미추홀구 경인로 428, 1층 (주안동)",032-223-0119,439554.2346,172292.2713
824,W동물의료센터,"부산광역시 남구 용호로 68, 2층 (용호동)",051-626-5050,182741.2944,392358.2446
825,대구24시 야간응급연합동물병원,"대구광역시 수성구 동대구로 36, 3층 (지산동)",053-767-1190,260487.5021,346694.9405
826,미소돌봄동물병원,"경기도 안산시 상록구 화랑로 534, 113,114호 (성포동, 안산파크푸르지오)",414-2579,424162.2416,186415.5821
827,24시 라움동물의료센터,"경기도 평택시 비전5로 20-24, 더테라스 207,208호 (비전동)",031-692-5022,388588.9116,210072.8699
828,에이드동물병원,"서울특별시 강남구 논현로 813, 영석빌딩 지하1층,1층 (신사동)",02-545-4975,446552.3598,202383.0716
829,박동물병원,충청북도 충주시 연수로 6-5 (금릉동),043-842-4579,,
830,고창중앙 동물병원,전북특별자치도 고창군 고창읍 고인돌대로 1775,563-4245,215476.1136,171979.4086
831,고창,전북특별자치도 고창군 고창읍 동리로 137,561-0561,214845.3022,173349.1554
832,모양동물병원,전북특별자치도 고창군 고창읍 보릿골로 16,,214177.9025,172211.971
833,고창부안축협동물병원,전북특별자치도 고창군 흥덕면 부안로 423,561-2480,228603.2281,172347.6753
834,더클래스동물메디컬센터,"경기도 성남시 분당구 성남대로 275, A동 101-1호 (정자동, 삼성아데나팰리스아파트)",031-713-7975,428761.6821,209456.9994
835,연합,전북특별자치도 고창군 고창읍 성산5길 9,564-2214,215203.0152,172689.1258
836,흥덕가축병원,전북특별자치도 고창군 흥덕면 흥덕로 27,,224337.7234,173038.6471
837,대산,전북특별자치도 고창군 대산면 사거1길 77,564-8987,204750.6435,163153.337
838,한국,전북특별자치도 고창군 고창읍 중앙로 321,564-1629,215095.0709,173660.4102
839,한길동물병원,전북특별자치도 고창군 흥덕면 선운대로 3771,,224702.1683,173008.9636
840,더나은동물병원,전북특별자치도 고창군 고창읍 성산8길 39-10,063-562-9154,215423.0822,172643.679
841,메종동물병원,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",02-2038-7555,451246.5719,201341.7923
842,광주다온동물병원,광주광역시 광산구 하남대로 142 (월곡동),062-956-7566,186749.9926,182535.6393
843,참동물병원,"서울특별시 강서구 마곡서로 133, 712동 102-1호 (마곡동, 마곡엠밸리7단지)",2666-7990,451471.101,184333.0321
844,삼화 훈 동물병원,"제주특별자치도 제주시 동화로 12, 1층 (화북일동)",064-756-8275,2582.826033,160208.7181
845,타임동물메디컬센터,"대전광역시 서구 둔산로 57, 1~3층 (둔산동)",042-488-2777,316817.8988,234066.0431
846,치산동물병원,전북특별자치도 고창군 고창읍 중거리당산로 60,,214085.8942,172281.9028
847,수동물병원,서울특별시 성동구 광나루로 337 (송정동),234094640,449587.0093,205868.7289
848,연희동물병원,"인천광역시 서구 탁옥로74번길 16, 113호 (심곡동)",5614667,448953.077,171424.1155
849,원스동물병원,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",02-719-8275,449191.5608,197234.1315
850,중원동물병원(출장진료전문),충청북도 충주시 천변로 249 (교현동),,386170.5603,283207.2059
851,기흥나무동물병원,"경기도 용인시 기흥구 기흥로 12, 1층 (구갈동)",,419481.6008,210240.7175
852,희망동물병원,전라남도 순천시 삼산로 8-1 (석현동),,163636.3639,244173.48
853,바다동물병원,"부산광역시 수영구 광남로 125, 1층 (광안동)",051-756-0075,185787.102,392768.419
854,웰니스클리닉(청계천점),"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",02-2234-7585,452076.8187,201823.909
855,광명 24 아이디동물의료센터,"경기도 광명시 오리로 870, 서희스타힐스빌딩 2층 (철산동)",02-6952-2475,441551.823,188074.6317
